"","loan_amount","interest_rate","term","grade","state","annual_income","homeownership","debt_to_income"
"1571",9000,11.98,36,"B","CO",55000,"MORTGAGE",3.21
"1572",10000,12.62,36,"C","WA",57500,"RENT",25.3
"1573",4000,7.97,36,"A","MO",23000,"OWN",23.12
"1574",4800,10.91,36,"B","AZ",54000,"OWN",12.98
"1575",12000,6.72,36,"A","OR",65000,"MORTGAGE",18.85
"1576",6000,15.05,36,"C","GA",58000,"MORTGAGE",13.08
"1577",10000,19.03,36,"D","NY",16000,"MORTGAGE",10.13
"1578",30700,13.58,60,"C","FL",128000,"MORTGAGE",23.81
"1579",10000,13.58,36,"C","FL",53695,"MORTGAGE",17.14
"1580",12600,13.59,60,"C","MD",115000,"MORTGAGE",19.42
"1581",13200,9.93,36,"B","CA",65000,"MORTGAGE",33.36
"1582",12175,10.91,36,"B","KS",150000,"MORTGAGE",31.58
"1583",35000,9.44,60,"B","GA",40000,"MORTGAGE",14.22
"1584",5000,7.97,36,"A","TX",37840,"MORTGAGE",10.59
"1585",12000,24.85,60,"E","NY",70000,"RENT",26.13
"1586",20000,6.08,36,"A","SC",85000,"MORTGAGE",35.13
"1587",40000,9.44,36,"B","MD",69077,"RENT",23.04
"1588",6000,5.32,36,"A","OK",85000,"MORTGAGE",16.21
"1589",11200,15.04,60,"C","NY",60000,"RENT",3.64
"1590",10500,6.72,36,"A","CA",50400,"RENT",6.33
"1591",7000,11.98,36,"B","GA",26304,"RENT",17.7
"1592",12000,19.03,36,"D","SC",90000,"MORTGAGE",10.89
"1593",12000,13.59,36,"C","NJ",140000,"RENT",24.2
"1594",30000,10.9,60,"B","TX",70000,"MORTGAGE",17.98
"1595",40000,13.58,60,"C","AZ",106883,"MORTGAGE",16.44
"1596",5400,15.04,36,"C","TX",31600,"MORTGAGE",24.76
"1597",5000,7.34,36,"A","OR",43000,"RENT",12.5
"1598",25000,13.58,36,"C","NY",119000,"OWN",21.48
"1599",30000,21.45,60,"D","WA",99000,"OWN",12.67
"1600",15000,6.07,36,"A","MD",82000,"RENT",10.54
"1601",5400,10.42,36,"B","CA",40000,"RENT",14.46
"1602",6000,6.71,36,"A","MN",39000,"RENT",23.48
"1603",4000,7.34,36,"A","VA",20000,"MORTGAGE",9.42
"1604",17500,11.99,60,"B","NY",44000,"RENT",19.99
"1605",5000,6.72,36,"A","LA",13000,"RENT",9.51
"1606",16000,13.58,36,"C","TX",89000,"OWN",17.62
"1607",12000,17.09,60,"D","KY",94000,"MORTGAGE",3.45
"1608",40000,6.07,36,"A","IL",130000,"OWN",13.4
"1609",8000,7.96,36,"A","IL",68000,"MORTGAGE",24.6
"1610",14400,9.92,36,"B","MO",40000,"MORTGAGE",31.35
"1611",35000,16.01,36,"C","AZ",77500,"MORTGAGE",25.05
"1612",12000,11.99,36,"B","AZ",54250,"RENT",14.02
"1613",6000,10.9,36,"B","MN",105000,"MORTGAGE",9.04
"1614",18000,12.62,36,"C","KY",41000,"MORTGAGE",34.43
"1615",16000,16.02,36,"C","AZ",89000,"RENT",44.66
"1616",3600,6.72,36,"A","NJ",86000,"OWN",14.76
"1617",11000,14.08,36,"C","MD",35000,"OWN",14.44
"1618",17000,6.07,36,"A","NJ",85000,"MORTGAGE",26.58
"1619",10000,9.43,36,"B","PA",65000,"MORTGAGE",17.56
"1620",4300,9.93,36,"B","VA",52000,"OWN",17.93
"1621",14000,10.42,36,"B","WA",80000,"MORTGAGE",11.97
"1622",4000,12.62,36,"C","FL",31500,"MORTGAGE",2.59
"1623",12450,19.03,36,"D","NY",33701,"RENT",34.01
"1624",35000,10.41,36,"B","TX",2e+05,"MORTGAGE",9.03
"1625",3000,7.97,36,"A","LA",39000,"MORTGAGE",9.54
"1626",4800,16.02,36,"C","PA",54024,"MORTGAGE",19.59
"1627",20000,11.98,36,"B","OR",155000,"MORTGAGE",13.9
"1628",20000,10.91,36,"B","TN",56000,"OWN",35.75
"1629",16000,14.07,60,"C","TX",64000,"MORTGAGE",22.95
"1630",39000,12.62,60,"C","CA",93000,"MORTGAGE",5.28
"1631",25000,11.99,60,"B","MO",35000,"RENT",56.17
"1632",19000,7.96,36,"A","VA",99000,"OWN",13.07
"1633",6000,15.05,36,"C","MD",50000,"RENT",18.87
"1634",16000,12.61,60,"C","NH",52000,"MORTGAGE",19.85
"1635",14000,12.61,60,"C","CA",48000,"RENT",11.18
"1636",4800,13.59,36,"C","FL",36000,"MORTGAGE",13.67
"1637",32025,11.98,36,"B","OR",67000,"MORTGAGE",55.33
"1638",10000,13.58,36,"C","VA",157000,"MORTGAGE",3.06
"1639",17000,15.05,36,"C","NY",72000,"RENT",7.85
"1640",20000,10.9,60,"B","AZ",48000,"MORTGAGE",21.2
"1641",3500,6.08,36,"A","NC",18960,"RENT",15.19
"1642",17000,5.32,36,"A","OH",145262,"MORTGAGE",14.99
"1643",10000,16.02,36,"C","AL",25000,"RENT",11.76
"1644",25000,9.92,36,"B","LA",58000,"MORTGAGE",20.28
"1645",4800,6.72,36,"A","CA",98000,"MORTGAGE",13.01
"1646",12000,9.43,36,"B","FL",90000,"MORTGAGE",12.14
"1647",35000,19.03,36,"D","CT",75000,"OWN",30.46
"1648",3200,18.45,36,"D","MI",26000,"RENT",18.61
"1649",12000,5.32,36,"A","CA",1e+05,"RENT",15.1
"1650",5000,15.05,36,"C","NY",65000,"OWN",15.23
"1651",1000,9.44,36,"B","CA",72000,"RENT",9.83
"1652",33750,20.39,36,"D","WA",75000,"RENT",9.92
"1653",14400,16.01,60,"C","WA",50000,"RENT",22.12
"1654",30400,20.39,36,"D","IL",0,"RENT",NA
"1655",24000,13.59,60,"C","NJ",50000,"MORTGAGE",24.7
"1656",16800,16.02,60,"C","DC",135000,"MORTGAGE",17.42
"1657",1800,17.47,36,"D","AK",86000,"MORTGAGE",20.44
"1658",36000,16.02,60,"C","IL",110000,"MORTGAGE",31.72
"1659",10000,20,36,"D","OR",65000,"RENT",8.9
"1660",16000,10.9,60,"B","NY",72000,"MORTGAGE",14.48
"1661",30000,26.77,60,"E","OH",84676,"MORTGAGE",26.31
"1662",24000,9.93,36,"B","CA",180000,"RENT",2.91
"1663",28000,6.08,60,"A","TX",65000,"MORTGAGE",17.99
"1664",15000,14.08,60,"C","OR",55000,"MORTGAGE",29.26
"1665",5000,13.59,36,"C","MO",24000,"RENT",25.1
"1666",16000,6.08,36,"A","MI",36000,"MORTGAGE",24.37
"1667",35000,6.07,36,"A","CA",150000,"MORTGAGE",18.36
"1668",30150,12.62,36,"C","OH",67000,"MORTGAGE",9.08
"1669",15000,12.62,60,"C","AR",40000,"MORTGAGE",15.21
"1670",18000,11.98,36,"B","TX",64000,"RENT",28.06
"1671",26000,13.59,36,"C","GA",80000,"MORTGAGE",17.99
"1672",10000,23.88,36,"E","TX",60000,"RENT",35.57
"1673",16800,13.59,60,"C","IL",120000,"MORTGAGE",13.66
"1674",9800,10.9,36,"B","RI",59000,"RENT",9.32
"1675",16000,9.93,36,"B","VA",45000,"RENT",6.43
"1676",10000,6.08,36,"A","OH",41000,"RENT",16.04
"1677",10000,10.41,36,"B","CA",30000,"OWN",5.92
"1678",2500,12.62,36,"C","MN",42000,"MORTGAGE",17.14
"1679",8000,13.58,36,"C","NE",54902,"MORTGAGE",22.47
"1680",10000,13.58,36,"C","TX",40000,"RENT",18.27
"1681",40000,7.97,36,"A","MD",132000,"RENT",13.51
"1682",12000,10.42,36,"B","NM",42000,"OWN",22.26
"1683",17000,9.43,60,"B","KS",65000,"RENT",22.82
"1684",12000,10.91,36,"B","IL",140000,"MORTGAGE",14.98
"1685",11000,19.03,36,"D","TX",135000,"OWN",22.34
"1686",2500,9.44,36,"B","CO",30000,"MORTGAGE",3.88
"1687",40000,5.31,36,"A","NY",90000,"RENT",1.27
"1688",31000,7.35,60,"A","MI",120000,"MORTGAGE",3.02
"1689",16000,26.77,60,"E","TX",60000,"RENT",11.61
"1690",16000,25.82,60,"E","VA",30000,"MORTGAGE",24.2
"1691",16000,10.91,36,"B","WA",38411,"RENT",9.41
"1692",30000,18.06,36,"D","PA",53527.6,"RENT",10.47
"1693",15000,14.08,36,"C","FL",70000,"RENT",6.93
"1694",22000,12.61,60,"C","PA",46000,"MORTGAGE",50.51
"1695",30000,9.44,60,"B","TX",53000,"MORTGAGE",21.17
"1696",10000,21.85,60,"D","NJ",18000,"RENT",7.13
"1697",6000,7.96,36,"A","WA",60000,"RENT",1
"1698",13500,10.42,36,"B","VA",65000,"MORTGAGE",6.46
"1699",10000,16.02,36,"C","NC",110000,"MORTGAGE",24.19
"1700",13000,12.61,36,"C","MI",40000,"MORTGAGE",36.54
"1701",6000,13.59,36,"C","CA",105000,"RENT",26.16
"1702",19200,20,60,"D","WI",43500,"RENT",26.73
"1703",35000,20,60,"D","NY",96000,"RENT",9.41
"1704",20225,15.04,36,"C","CA",92000,"MORTGAGE",18.73
"1705",14000,18.45,60,"D","NY",60000,"RENT",35.44
"1706",8000,16.01,36,"C","NY",40000,"RENT",9.09
"1707",10000,12.61,60,"C","CA",58000,"MORTGAGE",6.58
"1708",10000,23.88,60,"E","NY",37840,"OWN",26.86
"1709",25000,15.04,36,"C","HI",54000,"RENT",29.28
"1710",6000,6.72,36,"A","OK",128000,"MORTGAGE",16.74
"1711",32000,10.41,36,"B","FL",150000,"MORTGAGE",21.21
"1712",32000,14.07,60,"C","WI",110000,"MORTGAGE",18.94
"1713",5000,6.07,36,"A","NC",75000,"MORTGAGE",13.26
"1714",20000,13.58,60,"C","CA",90000,"RENT",8.67
"1715",6000,5.31,36,"A","MA",120000,"MORTGAGE",15.86
"1716",16000,17.09,60,"D","FL",85000,"RENT",10.8
"1717",12000,10.41,36,"B","CA",280000,"MORTGAGE",9.36
"1718",30000,7.34,36,"A","VA",65000,"MORTGAGE",47.67
"1719",27800,9.43,36,"B","TX",0,"MORTGAGE",NA
"1720",35000,17.09,60,"D","CA",161000,"MORTGAGE",20.46
"1721",35000,11.99,36,"B","FL",2e+05,"OWN",26.96
"1722",12000,5.31,36,"A","MD",116365,"RENT",9.42
"1723",25000,14.08,36,"C","IL",62823,"OWN",39.39
"1724",20000,28.72,60,"F","WI",60000,"OWN",25.28
"1725",10000,5.31,36,"A","IN",52000,"MORTGAGE",0.83
"1726",15000,13.58,60,"C","WI",45000,"MORTGAGE",11.97
"1727",20000,7.96,36,"A","OR",165000,"RENT",10.81
"1728",10000,6.08,36,"A","TX",94500,"RENT",19.16
"1729",35000,10.42,36,"B","CA",18800,"RENT",59.71
"1730",20000,9.44,60,"B","MN",48000,"RENT",20.7
"1731",12000,10.91,36,"B","CO",29000,"OWN",1.16
"1732",1200,15.04,36,"C","NV",60000,"MORTGAGE",5.1
"1733",15000,5.32,36,"A","OK",89000,"MORTGAGE",10.96
"1734",19600,9.44,60,"B","NC",127000,"MORTGAGE",20.16
"1735",7000,14.07,36,"C","RI",29000,"MORTGAGE",23.63
"1736",25000,6.72,36,"A","FL",145000,"OWN",16.98
"1737",5000,15.05,36,"C","FL",86000,"MORTGAGE",19.09
"1738",20000,14.08,36,"C","CT",1e+05,"OWN",12.18
"1739",7000,9.44,36,"B","FL",45000,"MORTGAGE",22.01
"1740",10000,20.39,36,"D","OH",75000,"MORTGAGE",15.9
"1741",30000,9.44,60,"B","GA",80000,"MORTGAGE",0.38
"1742",16000,5.32,36,"A","OH",56000,"OWN",14.05
"1743",12000,6.72,36,"A","NJ",150000,"RENT",13.89
"1744",35000,17.47,60,"D","MA",145000,"MORTGAGE",23.26
"1745",40000,10.41,36,"B","CA",250000,"RENT",8.56
"1746",16000,9.43,60,"B","NC",50000,"OWN",12.1
"1747",3000,9.43,36,"B","MD",50000,"MORTGAGE",17.56
"1748",25000,10.42,60,"B","AL",34700,"MORTGAGE",66.59
"1749",6500,10.9,36,"B","FL",70000,"RENT",29.92
"1750",40000,9.93,60,"B","TX",80000,"MORTGAGE",26.16
"1751",7000,13.59,36,"C","NJ",130000,"MORTGAGE",31.49
"1752",20000,9.93,36,"B","VA",135000,"MORTGAGE",20.42
"1753",12000,10.42,36,"B","FL",43000,"RENT",24.28
"1754",16000,16.01,36,"C","FL",95000,"OWN",16.5
"1755",13000,10.42,60,"B","CA",42204,"RENT",20.02
"1756",12000,7.96,36,"A","IN",109000,"MORTGAGE",24.04
"1757",10000,9.44,60,"B","IL",250000,"MORTGAGE",16.78
"1758",20000,10.91,60,"B","IL",76012,"RENT",16.5
"1759",30000,6.07,60,"A","NJ",85000,"MORTGAGE",21.68
"1760",25000,7.35,36,"A","UT",73000,"MORTGAGE",13.08
"1761",30000,9.43,60,"B","MI",80000,"MORTGAGE",10.5
"1762",35000,9.44,36,"B","CA",185000,"MORTGAGE",28.52
"1763",30000,13.59,60,"C","MN",80000,"RENT",25.44
"1764",5000,6.08,36,"A","FL",97000,"RENT",9.39
"1765",13000,5.32,36,"A","CA",60000,"RENT",17
"1766",12000,5.32,36,"A","MN",65000,"MORTGAGE",19.55
"1767",10000,16.02,36,"C","TN",38000,"RENT",17.53
"1768",10000,20,36,"D","CO",78648,"MORTGAGE",26.64
"1769",10000,9.44,60,"B","NM",38043,"RENT",38.33
"1770",11500,12.61,60,"C","NY",44000,"MORTGAGE",13.75
"1771",20000,30.79,60,"G","CA",85000,"OWN",24.64
"1772",15000,18.45,60,"D","AZ",95000,"MORTGAGE",27.21
"1773",40000,14.07,60,"C","GA",96000,"MORTGAGE",29.28
"1774",10000,15.04,60,"C","NY",120000,"RENT",8.48
"1775",40000,9.44,60,"B","NY",275000,"MORTGAGE",1.48
"1776",35000,6.07,36,"A","CA",1e+05,"MORTGAGE",6.25
"1777",40000,5.31,36,"A","ID",180000,"MORTGAGE",15.41
"1778",15000,9.43,60,"B","TN",90000,"RENT",14.59
"1779",18000,6.72,36,"A","CA",97000,"RENT",8.56
"1780",12000,10.41,36,"B","MI",32760,"MORTGAGE",17
"1781",20000,21.45,60,"D","TX",90000,"MORTGAGE",12.23
"1782",6000,9.92,36,"B","FL",33197,"RENT",8.35
"1783",30000,10.9,60,"B","AZ",122000,"MORTGAGE",18.83
"1784",5000,10.9,36,"B","WA",35000,"RENT",25.99
"1785",5000,13.59,36,"C","FL",40000,"RENT",29.07
"1786",17000,10.41,36,"B","MI",55000,"OWN",6.13
"1787",22000,6.71,36,"A","TX",72500,"MORTGAGE",12.78
"1788",24000,15.04,60,"C","NY",60000,"RENT",7.34
"1789",20000,18.06,36,"D","ME",75000,"RENT",37.82
"1790",34000,9.44,36,"B","IL",102000,"MORTGAGE",20.28
"1791",15000,7.35,36,"A","FL",70000,"RENT",19.03
"1792",15000,7.97,36,"A","CO",180000,"MORTGAGE",15.36
"1793",10000,18.45,60,"D","OR",31942.63,"RENT",16.16
"1794",28000,15.05,36,"C","NY",82000,"MORTGAGE",28.49
"1795",5000,9.44,36,"B","TX",24000,"RENT",21.54
"1796",10000,12.62,36,"C","NV",52000,"OWN",13.71
"1797",5000,6.07,36,"A","SC",38000,"OWN",22.25
"1798",20000,6.07,36,"A","NY",50000,"MORTGAGE",26.89
"1799",40000,7.34,60,"A","LA",62000,"MORTGAGE",4.51
"1800",5000,13.58,36,"C","TN",60000,"MORTGAGE",35.39
"1801",17000,6.07,36,"A","SC",85000,"MORTGAGE",26.97
"1802",16000,18.45,60,"D","SC",68000,"MORTGAGE",25.94
"1803",32000,9.93,36,"B","MD",64000,"MORTGAGE",20.44
"1804",25000,23.88,60,"E","VA",8000,"MORTGAGE",144.74
"1805",6500,10.42,36,"B","WA",65000,"MORTGAGE",18.82
"1806",24000,9.93,60,"B","GA",56000,"RENT",23.53
"1807",24000,13.58,60,"C","FL",65000,"RENT",9.8
"1808",25450,7.97,36,"A","MA",92000,"RENT",24.99
"1809",18000,9.93,36,"B","NJ",40000,"RENT",15.84
"1810",3200,18.06,36,"D","KY",30000,"RENT",21.4
"1811",11250,10.41,36,"B","FL",30000,"RENT",34.16
"1812",19200,11.98,60,"B","OH",135000,"MORTGAGE",17.8
"1813",9000,7.97,36,"A","OK",35000,"RENT",27.91
"1814",18000,6.07,36,"A","MD",85000,"RENT",9.52
"1815",4000,10.42,36,"B","WI",15864,"OWN",20.65
"1816",10000,11.98,60,"B","FL",33000,"RENT",27.16
"1817",20000,13.59,36,"C","MD",72000,"MORTGAGE",27.95
"1818",6025,15.05,36,"C","MA",78000,"MORTGAGE",10.86
"1819",6400,14.07,36,"C","UT",43000,"MORTGAGE",11.11
"1820",35000,10.42,60,"B","CA",19200,"MORTGAGE",132.06
"1821",13000,10.91,36,"B","CA",68000,"RENT",13.06
"1822",24000,6.72,36,"A","FL",67400,"RENT",1.83
"1823",20000,17.47,60,"D","NC",85000,"MORTGAGE",20.23
"1824",1000,7.97,36,"A","VA",70000,"RENT",0.86
"1825",5600,7.96,36,"A","CA",73000,"RENT",18.99
"1826",35000,9.44,60,"B","TN",62000,"MORTGAGE",31.62
"1827",17500,15.05,60,"C","CO",58000,"RENT",6.62
"1828",15000,13.58,36,"C","NH",35360,"RENT",10.35
"1829",4800,9.44,36,"B","CA",87000,"MORTGAGE",19.67
"1830",25000,30.65,60,"F","NM",150000,"MORTGAGE",39.1
"1831",36000,9.43,36,"B","MO",92000,"MORTGAGE",20.41
"1832",1650,7.35,36,"A","IL",2e+05,"MORTGAGE",5.54
"1833",30000,6.07,36,"A","NY",1e+05,"MORTGAGE",26.82
"1834",15000,17.09,60,"D","SC",65000,"MORTGAGE",15.73
"1835",25000,7.35,36,"A","CA",166088,"RENT",8.51
"1836",17500,10.42,60,"B","MO",49000,"MORTGAGE",13.08
"1837",20000,17.09,60,"D","MD",1e+05,"RENT",17.39
"1838",24000,21.45,36,"D","NY",103000,"MORTGAGE",27.48
"1839",3500,11.99,36,"B","IN",32000,"MORTGAGE",36.38
"1840",6000,7.34,36,"A","KS",60000,"RENT",25.54
"1841",39275,13.59,60,"C","IN",95000,"MORTGAGE",19.61
"1842",20000,17.09,60,"D","NY",54000,"RENT",16.87
"1843",16000,17.09,60,"D","NE",37000,"MORTGAGE",3.7
"1844",8000,18.06,36,"D","VA",103000,"OWN",13.72
"1845",4800,14.08,36,"C","CA",46000,"RENT",20.61
"1846",32000,20.39,60,"D","TX",0,"OWN",NA
"1847",20000,7.96,36,"A","MO",30000,"OWN",3.56
"1848",40000,11.99,36,"B","TX",150000,"MORTGAGE",17.96
"1849",5000,7.97,36,"A","CA",30000,"RENT",16.12
"1850",8000,12.61,36,"C","NH",92000,"RENT",13.08
"1851",40000,16.01,60,"C","NJ",130000,"RENT",13.89
"1852",22000,13.58,36,"C","TX",74000,"RENT",12.96
"1853",12000,10.41,60,"B","GA",80400,"MORTGAGE",11.28
"1854",10000,13.59,36,"C","CT",40000,"RENT",21.57
"1855",4800,18.45,36,"D","CA",50000,"RENT",10.73
"1856",4300,12.62,36,"C","NY",76000,"RENT",17.79
"1857",36000,7.97,36,"A","FL",55000,"RENT",17.76
"1858",20000,21.45,36,"D","NJ",1e+05,"MORTGAGE",29.76
"1859",10000,5.32,36,"A","CO",118000,"MORTGAGE",13.95
"1860",1100,11.99,36,"B","AZ",30457,"MORTGAGE",29.2
"1861",40000,9.44,36,"B","NJ",117000,"MORTGAGE",0.42
"1862",20000,6.07,36,"A","MO",113000,"MORTGAGE",6.06
"1863",4000,11.99,36,"B","NJ",320000,"MORTGAGE",10.72
"1864",12500,24.85,60,"E","NY",51900,"RENT",11.01
"1865",20000,12.61,60,"C","FL",85000,"MORTGAGE",10.51
"1866",17425,9.43,60,"B","TX",65000,"MORTGAGE",16.14
"1867",7000,6.71,36,"A","PA",57000,"RENT",5.31
"1868",15000,17.09,36,"D","HI",120000,"RENT",16.9
"1869",7200,10.42,36,"B","AL",95000,"RENT",9.46
"1870",20000,6.72,36,"A","FL",50000,"OWN",9.84
"1871",7000,7.35,36,"A","PA",71000,"RENT",22.5
"1872",22000,14.08,60,"C","IN",80000,"MORTGAGE",16.42
"1873",6000,5.32,36,"A","WY",90000,"MORTGAGE",12.61
"1874",35000,10.42,60,"B","NY",120000,"MORTGAGE",20.48
"1875",24000,28.72,60,"F","IN",68274,"MORTGAGE",17.05
"1876",25000,7.34,36,"A","CT",72000,"RENT",24.67
"1877",4000,5.31,36,"A","SC",40000,"RENT",8.4
"1878",28000,15.04,60,"C","MD",50000,"MORTGAGE",27.46
"1879",8000,11.98,36,"B","NJ",142000,"MORTGAGE",14.92
"1880",9600,10.91,36,"B","TX",50000,"RENT",14.19
"1881",6500,6.08,36,"A","IL",54000,"RENT",20.69
"1882",20000,25.82,60,"E","TX",35000,"MORTGAGE",43.44
"1883",3000,13.59,36,"C","PA",38000,"RENT",11.28
"1884",8000,16.01,36,"C","FL",14616,"RENT",39.08
"1885",10000,15.05,36,"C","TX",1e+05,"MORTGAGE",11.58
"1886",35000,25.81,60,"E","MD",92500,"MORTGAGE",9.8
"1887",35000,14.08,36,"C","IL",65000,"RENT",11.84
"1888",7000,9.43,36,"B","GA",40000,"RENT",17.67
"1889",10500,9.43,36,"B","GA",59000,"MORTGAGE",20.74
"1890",28000,9.43,60,"B","GA",75000,"MORTGAGE",10.27
"1891",15000,11.99,60,"B","OH",64000,"MORTGAGE",21.85
"1892",15000,10.41,36,"B","MN",62000,"MORTGAGE",16.9
"1893",6500,11.99,36,"B","CO",40000,"MORTGAGE",21.42
"1894",35000,7.34,36,"A","CO",175000,"MORTGAGE",30.74
"1895",15000,16.02,36,"C","WI",90000,"RENT",19.23
"1896",11000,10.91,36,"B","TX",83000,"RENT",11.34
"1897",30000,21.85,60,"D","NJ",70000,"MORTGAGE",23.14
"1898",7500,18.45,36,"D","NC",32000,"RENT",27.01
"1899",21000,17.09,60,"D","OH",189000,"MORTGAGE",10.91
"1900",32000,9.93,36,"B","NC",70000,"MORTGAGE",17.81
"1901",9800,13.59,36,"C","WV",35000,"OWN",9.98
"1902",4000,12.61,36,"C","CT",47128,"RENT",14.34
"1903",25000,18.06,60,"D","FL",130500,"MORTGAGE",29.63
"1904",15000,9.44,36,"B","TX",60000,"MORTGAGE",11
"1905",12000,10.42,36,"B","CA",85000,"MORTGAGE",18.92
"1906",35000,16.01,36,"C","MD",80000,"MORTGAGE",26.12
"1907",16000,13.59,60,"C","SC",64000,"MORTGAGE",27.94
"1908",13000,10.42,36,"B","FL",48000,"RENT",12.59
"1909",20000,7.35,36,"A","OH",116000,"MORTGAGE",29.26
"1910",38000,15.04,60,"C","VA",60000,"RENT",10.2
"1911",10000,7.97,36,"A","CA",55000,"RENT",12.79
"1912",13000,7.34,36,"A","MA",60000,"RENT",24.66
"1913",30000,23.88,60,"E","CT",44000,"RENT",17.08
"1914",34800,10.41,36,"B","KY",31304,"MORTGAGE",85.01
"1915",30000,20,36,"D","TX",173180,"RENT",30.61
"1916",6500,10.9,36,"B","CA",28000,"MORTGAGE",1.07
"1917",10000,13.59,60,"C","VA",52600,"MORTGAGE",13.28
"1918",40000,11.99,60,"B","TN",87000,"RENT",12.03
"1919",25000,16.01,60,"C","CA",80000,"MORTGAGE",29.36
"1920",19000,16.01,36,"C","OH",48000,"MORTGAGE",28.78
"1921",16000,7.96,36,"A","NJ",105000,"RENT",19.82
"1922",13700,5.32,36,"A","CA",65244,"OWN",5.01
"1923",40000,10.91,36,"B","MD",166000,"MORTGAGE",19.81
"1924",6000,7.35,36,"A","MD",30000,"MORTGAGE",12.6
"1925",40000,15.04,60,"C","WA",180000,"MORTGAGE",43.62
"1926",12000,21.85,36,"D","PA",1e+05,"RENT",17.1
"1927",35000,12.62,36,"C","DC",95000,"OWN",24.03
"1928",17000,7.35,36,"A","PA",90500,"RENT",25.13
"1929",6025,10.41,36,"B","MA",20280,"RENT",26.33
"1930",12000,10.91,36,"B","CA",168000,"RENT",13.4
"1931",7800,7.34,36,"A","CA",43500,"OWN",19.34
"1932",28000,19.03,36,"D","CT",70000,"MORTGAGE",32.08
"1933",10000,7.97,36,"A","CA",69108,"RENT",17.36
"1934",25000,12.62,60,"C","VA",65000,"MORTGAGE",23.02
"1935",16000,13.58,60,"C","CT",72000,"MORTGAGE",29.66
"1936",12000,12.62,36,"C","NC",35000,"RENT",31.72
"1937",2800,14.08,36,"C","AZ",45000,"RENT",43.6
"1938",25000,13.58,60,"C","AZ",91690,"MORTGAGE",21.56
"1939",35000,7.97,36,"A","IN",120000,"MORTGAGE",26.24
"1940",20000,15.05,36,"C","CA",70000,"RENT",15.14
"1941",10000,6.72,36,"A","CA",55000,"MORTGAGE",7.44
"1942",20000,5.32,36,"A","TX",105000,"MORTGAGE",12.98
"1943",6000,20,36,"D","CA",56000,"RENT",15.8
"1944",10000,5.31,36,"A","NY",120000,"OWN",18.46
"1945",12000,13.58,36,"C","NC",85000,"OWN",8.97
"1946",10000,10.9,36,"B","TX",60000,"MORTGAGE",11.76
"1947",12500,6.71,36,"A","WV",49500,"OWN",24.53
"1948",20000,11.99,60,"B","NC",70000,"MORTGAGE",17.74
"1949",12000,10.41,36,"B","TX",1e+05,"RENT",9.08
"1950",4000,9.92,36,"B","ME",38678,"RENT",11.7
"1951",10000,12.61,60,"C","NV",25000,"RENT",1.65
"1952",10000,11.98,36,"B","CA",77000,"RENT",17.1
"1953",2800,10.42,36,"B","OH",42000,"RENT",0.63
"1954",5000,6.72,36,"A","CA",120000,"MORTGAGE",21.4
"1955",32000,15.05,60,"C","MD",133000,"MORTGAGE",20.86
"1956",9600,13.58,36,"C","NY",64934,"RENT",18.55
"1957",15000,17.09,60,"D","MD",45000,"MORTGAGE",25.07
"1958",14400,9.92,36,"B","AZ",65000,"RENT",30.72
"1959",10000,10.42,36,"B","TX",52000,"MORTGAGE",22.52
"1960",21000,16.01,36,"C","AZ",22800,"RENT",20.59
"1961",40000,5.32,36,"A","TX",152000,"MORTGAGE",10
"1962",10000,20.39,60,"D","RI",37700,"OWN",13.91
"1963",1000,11.99,36,"B","PA",49300,"OWN",14
"1964",17150,6.72,36,"A","FL",288000,"MORTGAGE",33.54
"1965",16000,15.04,36,"C","FL",65000,"RENT",15.92
"1966",24000,9.93,36,"B","NY",90000,"MORTGAGE",20.23
"1967",20000,10.91,36,"B","KS",50000,"RENT",24.27
"1968",28000,6,36,"D","NY",72000,"RENT",14.18
"1969",25000,10.42,60,"B","OK",54500,"RENT",24.64
"1970",6000,7.35,36,"A","CA",36433,"RENT",26.93
"1971",40000,9.93,60,"B","NC",68000,"OWN",25.16
"1972",15000,11.99,36,"B","TX",20000,"MORTGAGE",11.28
"1973",15000,7.34,36,"A","AZ",70000,"RENT",19.98
"1974",25000,18.45,36,"D","MN",80000,"OWN",9.29
"1975",10000,7.97,36,"A","VA",130000,"MORTGAGE",17.28
"1976",15000,28.72,60,"F","MD",55000,"RENT",24.22
"1977",30000,6.08,36,"A","WA",156000,"MORTGAGE",29.99
"1978",25000,12.61,60,"C","OR",40000,"MORTGAGE",27.78
"1979",28000,16.02,60,"C","OH",90000,"OWN",11.47
"1980",25000,12.62,60,"C","OH",79000,"MORTGAGE",25.49
"1981",13000,7.97,36,"A","MA",59000,"RENT",16.11
"1982",10000,9.44,36,"B","SC",50000,"MORTGAGE",34.09
"1983",2000,13.59,36,"C","CO",38000,"RENT",11.5
"1984",10000,11.98,36,"B","SC",18000,"OWN",28
"1985",7000,10.91,36,"B","MI",54000,"OWN",17.18
"1986",30000,26.77,60,"E","FL",112000,"MORTGAGE",11.7
"1987",20000,5.32,36,"A","CA",85000,"OWN",9.83
"1988",10000,12.62,36,"C","MS",25200,"OWN",28.52
"1989",7000,13.59,36,"C","CO",49000,"RENT",21.41
"1990",23000,19.03,60,"D","MN",68000,"RENT",26.83
"1991",20000,24.84,60,"E","CA",48000,"RENT",16.79
"1992",35000,17.47,60,"D","CA",289000,"RENT",13.22
